COMPANY 1	COMPANY 2	STREET	BUILDING	STREET2	POSTAL CODE	CITY DISTRICT	CITY	COUNTRY	CONTINENT	TELEPHONE 1	EMAIL 1	URL 1	ROOMS	STARS	GEO LATITUDE	GEO LONGITUDE
Sporthotel	Wildgall	Paul-Zingerle-Straße	2		39030	Antholz Obertal	Rasen-Antholz	Italy	Europe	+39-0474-492136	info@wildgall.it	www.wildgall.it	38	3	46.879507352511226	12.141408026218414
Apartments	Villa Hubertus	Pfarrstraße	14		39030		Olang	Italy	Europe				2	4	46.76776067439676	12.019887626983632
Hotel	Floralp	Plan de Corones Straße	31	Al Plan 31	39030	St. Vigil	Enneberg	Italy	Europe	+39-0474-501115		www.floralp.it	32	3	46.70345	11.92987
Hotel	Hohe Gaisl	Plätzwiese	60		39030	Außerprags	Prags	Italy	Europe	+39-0474-748606		www.hohegaisl.com	20	3	46.6531442737301	12.179787755012512
Chalet	Pia	Preromanstraße		Ciampei 8	39030	Ciampei	Wengen	Italy	Europe	+39-0471-836351	info@chaletpia.it	www.chaletpia.it	1		46.669371	11.917376
Hotel	Stoll	Puregg	2		39030	Unterplanken	Gsies	Italy	Europe	+39-0474-746916	info@hotelstoll.com	www.hotelstoll.com	37	3S	46.771897378186075	12.193053960800171
Hotel	Terentnerhof	Pustertaler Sonnenstraße	7		39030		Terenten	Italy	Europe	+39-0472-546117	office@terentnerhof.com	www.terentnerhof.com	42	4S	46.830520838788864	11.774157285690308
Parkhotel	Schachen	Schachen	13		39030	St. Johann in Ahrntal	Ahrntal	Italy	Europe	+39-0474-671137	info@alpinesparesorts.com	www.alpinesparesorts.com	41	3	46.98204200477026	11.942176222801208
Active Hotel	Sonne	Schloß-Neuhaus-Straße	1		39030		Gais	Italy	Europe	+39-0474-504225	info@active-hotel-sonne.com	www.active-hotel-sonne.com	21	2	46.83778	11.94432
Small Family & SPA Resort	Famelí	St. Ägidiusweg	13		39030	Mitterolang	Olang	Italy	Europe	+39-0474-496422	info@familienhotels.com	www.familienhotels.com	32	4S	46.76030062478428	12.033559083938599
Residence	Rotwandblick (Dip. Mooserhof)	St. Josefstraße	4		39030		Sexten	Italy	Europe	+39-0474-710446	info@mooserhof.com	www.mooserhof.com	6	2	46.6925245	12.3644636
Hotel garni	Mooserhof	St. Josefstraße	7		39030	Moos - St. Veit	Sexten	Italy	Europe	+39-0474-710346	info@mooserhof.com	www.mooserhof.com	22	3	46.69271720133046	12.36444264628517
Hotel	Holzer	St. Josefstraße	15		39030	Moos	Sexten	Italy	Europe	+39-0474-710340	info@hotelholzer.it	www.hotelholzer.it	20	3	46.690158039719975	12.366147637367249
Hotel	Alpenblick	St. Josefstraße	19		39030		Sexten	Italy	Europe	+39-0474-710379	business@italybikehotels.com	www.italybikehotels.de	43	4	46.69113866737779	12.366641163825989
Family Resort	Rainer	St. Josefstraße	40		39030	Moos	Sexten	Italy	Europe	+39-0474-710366	info@familienhotels.com	www.familienhotels.com	50	4S	46.68583055457067	12.369342148303986
Camping	Caravan Park Sexten	St. Josefstraße	54		39030	Moos	Sexten	Italy	Europe	+39-0474-710444	info@caravanparksexten.it	www.caravanparksexten.it	14		46.66825762446181	12.399637699127197
Apartments	Abfalterer	St. Sigmund im Peuren	16		39030		Kiens	Italy	Europe	+39-0474-569651	info@apartments-abfalterer.it	www.apartments-abfalterer.it	4		46.813964243667904	11.801864504814148
Urlaub auf dem Bauernhof	Gstattlhof	St. Veit	15		39030	Oberhaus	Prags	Italy	Europe	+39-0474-748648	info@gstattlhof.it	www.gstattlhof.it	4		46.708923021961844	12.08857387304306
Gasthof	Goldenes Kreuz	St. Veitweg	4		39030		Sexten	Italy	Europe	+39-0474-710247	gasthof@goldeneskreuz.info	www.goldeneskreuz.info	17	2	46.70146	12.35166
Hotel & SPA	Sonnenparadies	St.-George-Straße	26		39030		Terenten	Italy	Europe	+39-0472-546266	info@falkensteiner.com	www.falkensteiner.com	40	4	46.83109	11.77689
Hotel	Zum Hasen	St.-Georgs-Straße	8		39030		Terenten	Italy	Europe	+39-0472-546149	info@hotelzumhasen.com	www.hotelzumhasen.com	26	3	46.828972028686564	11.776276230812073
Gasthof - Restaurant	Bruggerwirt	St.-Georg-Straße	18		39030	Antholz Mittertal	Rasen-Antholz	Italy	Europe	+39-0474-492120	info@bruggerwirt.it	www.bruggerwirt.it	20	2	46.8594973	12.100104
Berggasthof Almdorf	Haidenberg	Stefansdorf	35		39030	Stefansdorf	St. Lorenzen	Italy	Europe	+39-0474-548062	info@haidenberg.it	www.haidenberg.it	19	3	46.75987506909438	11.922245263922377
Sporthotel	Winkler	Stefansdorf	28/A		39030		St. Lorenzen	Italy	Europe	+39-0474-549020	winkler@winklerhotels.com	www.winklerhotels.com	50	4	46.77001619874686	11.922330558300018
Apartaments	Tino	Str. Pares	1		39030		Wengen	Italy	Europe	+39-0471-843166			3		46.65684476596806	11.923309564590454
Apartments Residence	Greta	Str. Plazores	1		39030	St. Vigil	Enneberg	Italy	Europe		info@residencegreta.eu	www.residencegreta.eu	4	3	46.699126531830316	11.93387746810913
Gasthof	Sanvi	Str. S. Lizia	160	Lungiarü	39030	Campill	St. Martin in Thurn	Italy	Europe	+39-0474-590104	info@hotelsanvi.it	www.hotelsanvi.it	25	2	46.64193	11.86357
Gasthof	Pider	Str. San Senese	22		39030		Wengen	Italy	Europe	+39-0471-843129	info@bikehotels.it	www.bikehotels.it	25	3	46.65673	11.92579
Apartments	Sauter	Strada Fanes	1		39030	St. Vigil	Enneberg	Italy	Europe	+39-0474-501935			3		46.69738372548348	11.932407081094425
Hotel	Gran Prè	Strada Gran Prè	41		39030	St. Vigil	Enneberg	Italy	Europe	+39-0474-501065	info@hotelgranpre.it	www.hotelgranpre.it	29	3	46.70575581950926	11.924972534179688
Appartments	Markus Kofler	Tennisweg	3		39030		Sexten	Italy	Europe				3		46.69300052305367	12.357333898544312
Historischer Gasthof	Dasser	Torstr.	20		39030		St. Martin in Thurn	Italy	Europe	+39-0474-523120	info@dasser.it	www.dasser.it	16	3	46.68188	11.89758
Pension	Torr	Torstraße	73	Prousc	39030	Untermoi	St. Martin in Thurn	Italy	Europe	+39-0474-523106	info@torr.it	www.torr.it	14	2	46.67988	11.88884
Hotel	Vierbrunnenhof	Vierbrunnenstraße	5	Costa del Colle	39030	Antholz Mittertal	Rasen-Antholz	Italy	Europe	+39-0474-492197	info@wanderhotels.com	www.wanderhotels.com	28	3S	46.85673530802975	12.096534981970194
Alpenlandhotel	Rodeneggerhof	Vill	1A		39030		Rodeneck	Italy	Europe				26	3	46.77600120763674	11.68972134590149
Bed & Breakfast	Villa Genziana	Waldheimweg	6		39030		Sexten	Italy	Europe				10	3	46.69454956749479	12.355788946151733
Hotel	Willy	Waldheimweg	8		39030	St. Veit	Sexten	Italy	Europe	+39-0474-710414	info@hotel-willy.it	www.hotel-willy.net	21	3	46.69478688748052	12.354885041713715
Gasthof	Weiherhof	Weihergasse	101/A		39030		Prettau	Italy	Europe	+39-0474-654105	info@weiherhof.com	www.weiherhof.com	18	3	47.0351784	12.0961488
Green Lake Hotel	Weiher	Weiherplatz	6	Issinger Weiher - Treyenweg	39030	Issing	Pfalzen	Italy	Europe	+39-0474-565227	info@weiher.com	www.weiher.com	24	4S	46.81172	11.85076
Appartments	Hopfgartner Despar	Weißenbachstraße	2		39030	Luttach	Ahrntal	Italy	Europe	+39-0474-671131	hopfgartner@dnet.it	www.hopfgartner-luttach.com	4		46.95152193082631	11.920981407165527
Residence	Terentis	Wiesenweg	4		39030		Terenten	Italy	Europe	+39-0472-546205	info@residence-terentis.com		28	3	46.830927118833706	11.780337989112013
Urlaubsbauernhof	Hof Garber	Gissbach Straße	14		39031	Sankt Georgen	Bruneck	Italy	Europe	+39-0474-550525	ploner_1@hotmail.com		2		46.81629070158292	11.932154155759463
Hotel	Petrus	Reinthalstraße	11		39031	Reischach	Bruneck	Italy	Europe	+39-0474-548263	info@selectedhotels.it	www.selectedhotels.it	45	4S	46.77408159491977	11.95127159357071
Hotel	Rudolf	Reischacher Straße	33		39031	Reischach	Bruneck	Italy	Europe	+39-0474-570570	hotel.rudolf@dnet.it	www.hotel-rudolf.com	38	4	46.77881896493902	11.944010853767395
Gasthof & Naturhotel	Moosmair	Ahornach	44		39032		Sand in Taufers	Italy	Europe	+39-0474-678046	info@moosmair.it	www.moosmair.it	20	4	46.92636	11.97892
Hotel	Heini	Bayergasse	16		39032		Sand in Taufers	Italy	Europe	+39-0474-678386	hotel.heini@dnet.it	www.hotel-heini.com	15	3	46.92077743015341	11.951676607131958
Residence	Auriga	Bayergasse	18		39032		Sand in Taufers	Italy	Europe	+39-0474-678232	info@auriga.cc	www.residence-auriga.it	6	3	46.92097	11.95244
Residence	Villa Calluna	Dottor Daimer Straße	23		39032		Sand in Taufers	Italy	Europe	+39-0474-678038			13		46.919106644951235	11.957319974899292
Apartments	Dependance Villa Calluna	Dottor Daimer Straße	23		39032		Sand in Taufers	Italy	Europe				4		46.91911397307028	11.957309246063232
Jugendferienhaus	Kristiler	Drittelsand	8		39032	Drittelsand	Sand in Taufers	Italy	Europe	+39-0474-671766	info@aktiv-wem-tours.com	www.aktiv-wem-tours.com	8	1	46.9208558	11.9505688
Garni	Alpenhof	Hugo von Taufers Straße	3	J.-Jungmmannstraße 22	39032		Sand in Taufers	Italy	Europe	+39-0474-678353	info@garni-alpenhof.com	www.garni-alpenhof.com	4	1	46.91944	11.95419
Residence	Tubris	Hugo von Taufers Straße	7		39032		Sand in Taufers	Italy	Europe	+39-0474-678488	info@tubris.com	www.tubris.com	21	3	46.91883367180343	11.954966336488724
Hotel	Tubris	Hugo von Taufers Straße	9		39032		Sand in Taufers	Italy	Europe	+39-0474-678488	info@tubris.com	www.tubris.com	24	4	46.91880069508742	11.954938173294067
Hotel	Hellweger	Hugo von Taufers Straße	22		39032		Sand in Taufers	Italy	Europe	+39-0474-678031	info@hotelhellweger.it	www.hotelhellweger.it	25	4	46.917481	11.955025
Hotel	Mirabell	Hugo von Taufers Straße	44		39032		Sand in Taufers	Italy	Europe	+39-0474-678091	info@hotel-mirabell.com	www.hotel-mirabell.com	27	3S	46.91663884387158	11.956465691328049
Apparthotel	Central	Josef-Jungmann-Straße	1		39032		Sand in Taufers	Italy	Europe	+39-0474-679062	info@apparthotel-central.com	www.apparthotel-central.com	19	3	46.91812649999948	11.95212721824646
Residence	Margareth	Josef-Jungmann-Straße	4		39032		Sand in Taufers	Italy	Europe	+39-0474-678174	info@residence-margareth.com	www.residence-margareth.com	10	3	46.918207110728254	11.953200101852417
Residence Hotel	Alpinum	Josef-Jungmann-Straße	12		39032		Sand in Taufers	Italy	Europe	+39-0474-678444	info@alpinum.com	www.alpinum.com	32	3	46.91850023962869	11.952915787696838
Urlaubsbauernhof	Garber Hof	Kematen	2		39032	Kematen	Sand in Taufers	Italy	Europe	+39-0474-678249	info@garberhof-stocker.it	www.garberhof-stocker.it	4		46.902837582398774	11.95701688528061
Hotel	Bad Winkel	Kematen	5		39032	Kematen	Sand in Taufers	Italy	Europe	+39-0474-678044	info@bad-winkel.com	www.bad-winkel.com	27	3	46.9208558	11.9505688
Apartments	Hörtmairhof	Kematen	19		39032	Kematen	Sand in Taufers	Italy	Europe	+39-0474-679051	claudia.fruhkirchler@yahoo.de		2	2	46.90403241520853	11.95797711610794
Gasthof-Pension & Raftingcenter	Brugghof	Kematen	44		39032	Kematen	Sand in Taufers	Italy	Europe	+39-0474-678004	info@brugghof.com	www.brugghof.com		2	46.90326823839802	11.956585049629211
Appartments	Brugghof	Kematen	44		39032	Kematen	Sand in Taufers	Italy	Europe	+39-0474-678004	info@brugghof.com	www.brugghof.com	3		46.90322975438566	11.956566274166107
Hotel	Mair	Kematen	55		39032	Kematen	Sand in Taufers	Italy	Europe	+39-0474-678216	info@ hotel-mair.com	www.hotel-mair.com	18	3	46.89727906068456	11.95556178689003
Chalet	Rasteck	Kematen	61		39032	Kematen	Sand in Taufers	Italy	Europe	+39-0474-678035	info@villa-frenes.com	www.villa-frenes.com	1	1	46.9208558	11.9505688
Urlaub auf dem Bauernhof	Schüsslerhof	Michelreiserweg	15		39032		Sand in Taufers	Italy	Europe	+39-0474-678772	info@schuesslerhof.it	www.schuesslerhof.it	3		46.932243007170875	11.92639410495758
Apartments	Ausserangistlhof	Michelreiserweg	11A		39032		Sand in Taufers	Italy	Europe	+39-0474-678829	helmut.volgger@gmail.com	www.ausserangistlhof.it	2		46.92632814471011	11.937374575441027
Hotel	Vitaurina Royal	Peintenweg	28		39032	Mühlen in Taufers	Sand in Taufers	Italy	Europe	+39-0474-678212	info@royal-budroni.com	www.royal-budroni.com	30	3S	46.90266715162238	11.942709982395172
Ferienwohnungen	Villa Frenes	Rathausstraße	2		39032		Sand in Taufers	Italy	Europe	+39-0474-678035		www.villa-frenes.com	2		46.9189312	11.9525068
Hotel	Drumlerhof	Rathausstraße	6		39032		Sand in Taufers	Italy	Europe	+39-0474-678068	info@wanderhotels.com	www.wanderhotels.com	35	4	46.919342976284845	11.952400803565979
Gasthof	Pichlerhof	Rein in Taufers	7		39032	Rein in Taufers	Sand in Taufers	Italy	Europe	+39-0474-672501	info@pichlerhof.com	www.pichlerhof.com	33	2	46.95185149563565	12.065026760101318
Natur Idyll Hotel	Hochgall	Rein in Taufers	18		39032	Rein in Taufers	Sand in Taufers	Italy	Europe	+39-0474-672544	info@hochgall.it	www.hochgall.it	39	4	46.9540981	12.0661209
Pizzeria Garni	Florian	Rein in Taufers	55		39032	Rein in Taufers	Sand in Taufers	Italy	Europe	+39-0474-672510	info@garni-florian.com	www.garni-florian.com	7	2	46.9540981	12.0661209
Berghotel	Alpenrast	Rein in Taufers	62		39032	Rein in Taufers	Sand in Taufers	Italy	Europe	+39-0474-672523	alpenrast@dnet.it	www.alpenrast.com	30	3	46.94712204623124	12.06310898065567
Gasthof	Reinerhof	Rein in Taufers	64		39032	Rein in Taufers	Sand in Taufers	Italy	Europe	+39-0474-672522	info@reinerhof.com	www.reinerhof.com	12	3	46.94861434891325	12.061357498168945
Garni & Appartements	Eppacher	Rein in Taufers	69		39032	Rein in Taufers	Sand in Taufers	Italy	Europe	+39-0474-672500	info@eppacher.it	www.eppacher.it	12	3	46.9540981	12.0661209
Residence	Friedheim	Rein in Taufers	71		39032	Rein in Taufers	Sand in Taufers	Italy	Europe	+39-0474-672502	info@garni-florian.com	www.garni-florian.com	6	2	46.94986675242734	12.06796646118164
Jausenstation & Apartments	Säge	Rein In Taufers	79		39032	Rein in Taufers	Sand in Taufers	Italy	Europe	+39-0474-672601	info@saege.it	www.saege.it	2		46.940801500047996	12.086146473884583
Designhotel	Feldmilla	Schlossweg	9		39032		Sand in Taufers	Italy	Europe	+39-0474-677100	info@feldmilla.com	www.feldmilla.com	42	4	46.92136182627477	11.952886283397675
Urlaubsbauernhof-Naturresidenz	Mair zu Hof	St. Moritzen	22		39032	St. Moritzen	Sand in Taufers	Italy	Europe	+39-0474-678098	info@mairzuhof.com	www.mairzuhof.com	8	3S	46.919905404026075	11.958162188529968
Hotel	Alte Mühle	St. Moritzen	1-2		39032	St. Moritzen	Sand in Taufers	Italy	Europe	+39-0474-678077	info@charmerelax.com	www.charmerelax.eu	20	4	46.920552097030814	11.955155432224274
Appartements	Treffpunkt	Taufererstraße	13		39032	Mühlen in Taufers	Sand in Taufers	Italy	Europe	+39-0474-678165	info@treffpunkt.it	www.treffpunkt.it	5		46.899337375479625	11.9432076926023
Residence	Pfeifhofer	Trenkenweg	7		39032	Mühlen in Taufers	Sand in Taufers	Italy	Europe	+39-0474-678188	residence.pfeifhofer@dnet.it	www.pfeifhofer.net	14	3	46.901675710233697	11.944305896758999
Apartments	La vie Deluxe	Von-Ottenthal-Weg	2C/4		39032		Sand in Taufers	Italy	Europe				2		46.91770878791721	11.952996253967285
Pension	Haus Tirol	Wierenweg	22		39032	Mühlen in Taufers	Sand in Taufers	Italy	Europe	+39-0474-678304	info@haustirol.eu	www.haustirol.eu	12	2	46.900813636139425	11.940329521894455
Garni	Holzer	Wiesenhofstraße	2		39032		Sand in Taufers	Italy	Europe	+39-0474-678123	garni.holzer@net.it		8	2	46.9162542	11.9557138
Residence	Wiesenhof	Wiesenhofstraße	3		39032		Sand in Taufers	Italy	Europe	+39-0474-679561	info@wiesenhof.cc	www.wiesenhof.cc	18	3	46.91624676998565	11.955485343933105
Alphotel	Stocker	Wiesenhofstraße	39-41		39032		Sand in Taufers	Italy	Europe	+39-0474-678113	info@vitalpina.info	www.vitalpina.info	43	3S	46.91783520112784	11.957408487796783
Garni Ferienwohnungen	Bonaria	Agàstraße	1		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836142	info@bonaria.info	www.bonaria.info	13	2	46.554367375174564	11.872025728225708
Garni	Karin	Agàstraße	7		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836282	info@garnikarin.it	www.garnikarin.it	8	3	46.55405159895559	11.870982626983619
Gästehaus	Ciasa Confolia	Agàstraße	18		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836283			5		46.553648767345024	11.868246138183167
Apartments	Ciasa Agá	Agàstraße	28		39033		Kurfar	Italy	Europe				4		46.554172	11.870202999999947
Residence	Mugun	Agàstraße	86		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836131	residence@mugun.com	www.mugun.com	18	3S	46.55424379595578	11.870816051959991
Apartments	Livinà	Altonnstraße	9		39033	Kolfuschg	Kurfar	Italy	Europe	+39-338-3117399	info@livina.it	www.livina.it		3	46.55431918853502	11.853572130203247
Apartments	Chalet Alt - BelaVal	Arlarastraße	21		39033	Kolfuschg	Kurfar	Italy	Europe				4		46.544452	11.88406647672116
Apartments	Ciasa Burjè	Burjéstraße	16		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836159			3		46.547025912528945	11.87298059463501
Hotel	Tablé	Col-Alt-Straße	8		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836144	hotel@table.it	www.table.it	34	3	46.55251992878017	11.87371551990509
Hotel	Col Alto	Col-Alt-Straße	9		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-831100	info@colalto.it	www.colalto.it	102	4	46.55250074565465	11.874568462371826
Apartments	Chalet La Flu	Col-Alt-Straße	17		39033		Kurfar	Italy	Europe				4		46.547225141205914	11.87972903251648
Apartment	BelaVal	Col-Alt-Straße	24		39033	Peskosta	Kurfar	Italy	Europe				1		46.551691	11.873859000000039
Hotel	Villa Eden	Col-Alt-Straße	47		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836041		www.villaeden.com	40	3	46.550683092074216	11.874677296295204
Pension	Chalet Madrisa	Col-Alt-Straße	50		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836042	info@chaletmadrisa.com	www.chaletmadrisa.com	13	3	46.54833379854263	11.874919831752777
Residence	Villa Trieste	Col-Alt-Straße	62		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836441	info@villatrieste.it	www.villatrieste.it	8	2	46.54841311924781	11.873914003372192
Apartments	Villa Primola	Col-Alt-Straße	68		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836273	info@villaprimola.it	www.villaprimola.it	4		46.548104555950566	11.873969598309486
Garni	Reutlingen	Col-Pradat-Straße	8		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836094	info@garni-reutlingen.com	www.garni-reutlingen.com	33	2	46.55369	11.85491
Residence	Armonia	Col-Pradat-Straße	9		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836323	info@residencearmonia.net	www.residencearmonia.net	9	3	46.55279668902971	11.855618357403728
Hotel garni	Centrale	Col-Pradat-Straße	15		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836118	info@centralehotel.com	www.centralehotel.com		3	46.55325	11.85478
Pension	Vittoria	Costastraße	5		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836143	info@pensionvittoria.com	www.pensionvittoria.com	20	2	46.55429	11.86131
Apartments	ai Sanc'	Lalega Str.	12		39033		Kurfar	Italy	Europe	+39-0471-836419	info@aisanc.it	www.aisanc.it	2		46.55671310	11.87040043
Garnì	Sirio	La-Poza-Straße	7		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836344	info@garnisirio.it	www.garnisirio.it	13	3	46.5521097044596	11.846206784248352
Residence	Ciasa Morin	Morinstraße	23		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836334	residence@morin.it	www.morin.it	6	3	46.5536541	11.87030930000003
Residence	Ciasa Tino	Morinstraße	27		39033		Kurfar	Italy	Europe	+39-0471-830168	affitti@agenziatable.it	www.agenziatable.it			46.55364609999999	11.870256700000027
Appartements	Murinà	Morinstraße	2/4		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836334	residence@morin.it	www.morin.it	2		46.5536541	11.87030930000003
Residence	Costa Burjada	Peceistraße	10		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836265	info@costaburjada.it	www.costaburjada.it	6		46.5536583	11.850955999999996
Residence	Vila	Peceistraße	13		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836156	info@granciasa.com	www.granciasa.com	13	3	46.55262617336568	11.848196983337402
Arthotel	Cappella	Peceistraße	17		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836183	info@romantikhotels.com	www.romantikhotels.com	48	4S	46.55267781998601	11.847596168518066
Berghotel	Mezdi	Peceistraße	20		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836079	info@mezdi.it	www.mezdi.it	30	3S	46.55329757559591	11.849881410598755
Apartment	Ciasa Mariata	Peceistraße	23		39033		Kurfar	Italy	Europe	+39-0471-836322	info@ciasagiovani.it	www.ciasagiovani.it	1		46.551915	11.84631300000001
Residence	Ćiasa Giovâni	Peceistraße	38		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836322	info@ciasagiovani.it	www.ciasagiovani.it	5	2	46.5523748	11.846686699999964
Berggasthof	Pralongià	Planacstraße	164		39033		Kurfar	Italy	Europe	+39-0471-836072	info@pralongia.it	www.pralongia.it	9	2	46.53325522574211	11.91394329071045
Hotel	Bel Sit	Punt da Bos	20		39033		Kurfar	Italy	Europe	+39-0471-836001	info@belsit.it	www.belsit.it	36	3	46.558875057604304	11.879847049713135
Hotel	Kolfuschgerhof	Rönnstraße	7		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836188	info@kolfuschgerhof.com	www.kolfuschgerhof.com	50	4	46.549837182884126	11.840139627456665
Country House	Chalet Rönn	Rönnstraße	7		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836188	info@chaletroenn.com	www.chaletroenn.com	5		46.549713388441695	11.840273141351645
Nature Hotel	Delta	Rönnstraße	11		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836350	info@nature-hotel-delta.com	www.nature-hotel-delta.com	19	3	46.55020610519387	11.840450763702393
Residence	Ciasa di Mone	Ruacstraße	2		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836364	info@belamunt.net	www.belamunt.net	5		46.55507380023205	11.855978071689606
Apartments	Dependance Loretta	Ruacstraße	3		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-847416			2		46.555296976994065	11.856179237365723
Garni	Ciasa de Munt	Rutortstraße	3		39033		Kurfar	Italy	Europe	+39-0471-836213		www.ciasademunt.com	22	3	46.55109150850634	11.872626543045044
Residence	Chalet Cristina	Sassongher Straße	11		39033		Kurfar	Italy	Europe	+39-0471-836085	info@sassongher.it	www.chaletcristina.it	6	3	46.55484149999999	11.871159900000066
Garni	Bracun	Sassongher Straße	20		39033		Kurfar	Italy	Europe				20	3	46.554330485885	11.872841119766235
Apartments	Bracun	Sassongher Straße	20		39033		Kurfar	Italy	Europe				5	3	46.5544114641878	11.872723939703405
Hotel	Sassongher	Sassongher Straße	45		39033	Peskosta	Kurfar	Italy	Europe	+39-0471-836085	info@sassongher.it	www.sassongher.it	52	4	46.556145409199736	11.869697570800781
Pension Garni	Ciasa Blancia	Sassongher Straße	52		39033		Kurfar	Italy	Europe	+39-0471-836296	info@ciasablancia.it	www.ciasablancia.it	10	3	46.555296976994065	11.869820952415466
Residence	Piz da Cir	Soràstraße	33		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836284	info@pizdacir.com	www.pizdacir.it	8		46.554345241603826	11.856844425201416
Gasthof	L'Tabladel	Sotdlijiastraße	4		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836137	info@tabladel.com	www.tabladel.com	25	1	46.55247123320993	11.85423731803894
Apartments	Ciasa Gabriel	Sotdlijiastraße	61		39033	Kolfuschg	Kurfar	Italy	Europe				3		46.55202824365518	11.855139492065405
Gästehaus	Ciasa Iris	Sotdlijiastraße	63		39033	Kolfuschg	Kurfar	Italy	Europe				6		46.55194000646056	11.855165362358093
Apartment	BelaVal	Sotdlijiastraße	67		39033	Kolfuschg	Kurfar	Italy	Europe				1		46.55195845192095	11.8552565574646
Appartements	Pastüres	Sotdlijiastraße	75		39033	Kolfuschg	Kurfar	Italy	Europe	+39-0471-836612	info@lascalira.com	www.lascalira.com	4		46.551633899999999	11.855189299999999
Chalet	Ciuf dl Ton	Valstraße	6		39033	Kolfuschg	Kurfar	Italy	Europe				6		46.55437475302947	11.853786706924438
Feriendorf	Villaggio Ploner	Alemagnastraße	1	Strada Statale 51 di Alemagna	39034	Schluderbach	Toblach	Italy	Europe	+39-0474-977111	condominioploner@yahoo.it	www.villaggioploner.it	147		46.62025860918932	12.219071388244629
Hotel	Santer	Alemagnastraße	4	Strada Statale 51 di Alemagna	39034		Toblach	Italy	Europe	+39-0474-972142	info@romantikhotels.com	www.romantikhotels.com	64	4	46.72160284484786	12.224266827106476
Hotel	Croda Rossa	Alemagnastraße		Strada Statale 51 di Alemagna	39034	Schluderbach	Toblach	Italy	Europe	+39-0474-450479	info@hotelcrodarossa.eu	www.hotelcrodarossa.eu	57	3	46.620257688077736	12.216729819774628
Bed & Breakfast	Wiesenhof	Aufkirchen	6		39034	Aufkirchen	Toblach	Italy	Europe	+39-0474-972434	info@wiesen-hof.com	www.wiesen-hof.com	11	2	46.74406	12.20644
Camping & Ferienwohnungen	Olympia	Campingweg	1	off Strada Statale 49	39034		Toblach	Italy	Europe	+39-0474-972147	intercapm@dnet.it	www.camping-olympia.com	9	3	46.73436241365283	12.193686962127686
Hotel	Sonne	Dolomitenstraße	1		39034		Toblach	Italy	Europe	+39-0474-972225	post@sole-hotel.com	www.hotel-sonne-sole.com	47	3	46.72876438657448	12.223856449127197
Ferienwohnung	Christa	Franz-Anton-Zeiller-Straße	11		39034		Toblach	Italy	Europe	+39-0474-972721	info@app-christa.it	www.app-christa.it	1		46.738272414967994	12.227579355239868
Hotel	Villa Monica	Gebrüder-Baur-Straße	8		39034		Toblach	Italy	Europe	+39-0474-972216	hotel.monica@hotel-monica.com	www.hotel-monica.com	30	3S	46.7342767471195	12.221984267234802
Urlaub am Bauernhof	Burgerhof	Gratsch	25		39034		Toblach	Italy	Europe	+39-0474-973279	burgerhof.toblach@gmail.com	www.burgerhof.info	3		46.73194715216103	12.202994227409363
Residence	Ariston Dolomiti - Alpenraum Living	Gustav-Mahler-Straße	1		39034		Toblach	Italy	Europe	+39-0474-973319	info@alpenraum.it	www.ariston-dolomiti.it	3	3	46.73562018927003	12.2227942943573
Residence	Stroblhof	Gustav-Mahler-Straße	6		39034		Toblach	Italy	Europe	+39-0474-972487	info@stroblhof.eu	www.stroblhof.eu	5		46.7340992	12.2131587
Garni	Villa Bachmann	Gustav-Mahler-Straße	28		39034		Toblach	Italy	Europe	+39-0474-972224	info@villabachmann.it	www.villabachmann.it	10	2	46.7340992	12.2131587
